Total Population,Total Citizen Income,Hispanic or Latino,Total Citizen Educated in US,Total Households,White Race,Total Families,Citizen College Degree,Citizen Some College  Education,Citizen Income over 75000,Citizen High School  Graduate,Citizen No Income,Pacific Islander Race,Citizen Graduate or Professional Degree,Citizen Income 1-9999,Citizen Less than High School  Education,Citizen Income 15000-24999,Citizen Income 15000-24999,Citizen Income 35000-49999,Case Rate Categories
45422,35639,42371,29738,17395,22645,11541,2575,8579,1290,11079,4715,1754,1017,6985,6488,6830,6830,3784,3
900993,813243,813071,677119,345645,186510,234613,217337,173905,153318,107031,104935,40928,127784,109398,51062,96713,96713,103602,2
20972,17142,20280,14468,8321,10970,4258,1463,4298,867,5008,2895,428,817,3048,2882,2860,2860,1957,2
13228,10282,12762,8516,5526,6587,3043,538,2751,368,3062,1379,340,240,2450,1925,1889,1889,1186,2
51079,47728,49366,30171,20403,877,7074,7338,8170,3877,5988,6486,597,5233,14431,3442,6070,6070,4615,1
122623,99679,110461,82263,47831,38499,30484,11536,27817,6347,24638,12217,7189,4675,19098,13597,15625,15625,12926,3
69340,56697,65568,48844,28360,2830,15536,5288,15131,2714,15602,7858,2312,2233,10468,10590,9556,9556,7027,2
81234,65541,73510,55011,31962,31686,20052,7465,15918,4116,18128,9196,5122,2869,10969,10631,11260,11260,8384,2
38406,31149,34657,26554,15486,1192,8938,2163,8679,1671,9193,4457,2560,1031,4921,5488,5210,5210,4095,2
17818,14872,17004,13035,7644,145,3562,1613,3910,613,4366,2036,420,958,2506,2188,2503,2503,1890,1
2343,1986,2323,1686,1098,8,446,310,582,276,568,121,4,152,292,74,308,308,293,0
11066,9170,10943,7728,4826,86,2280,1442,2715,971,2237,532,24,554,1685,780,1096,1096,1480,1
6660,4856,6583,3917,2233,1,2239,449,1504,346,1209,906,10,155,968,600,624,624,577,1
783,796,779,714,358,2,138,108,235,198,241,71,1,57,110,73,59,59,121,0
6429,5489,6347,4644,2832,25,1222,831,1825,858,1403,444,22,188,867,397,720,720,659,1
3151,2585,3073,2215,1385,3,676,414,771,436,719,140,27,128,413,183,286,286,429,1
1968,1722,1931,1472,913,4,409,216,612,327,437,158,0,80,240,127,193,193,280,2
81308,74368,80322,62512,33976,483,18343,15842,22037,11009,14611,4930,228,6095,9937,3927,8564,8564,13422,2
149778,138290,146763,106596,63899,3428,32660,29143,38210,17205,21488,7403,798,11729,22239,6026,19377,19377,22868,3
3993,3154,3969,2774,1818,4,786,443,1200,534,829,207,9,79,468,223,414,414,437,0
5289,4150,5189,3483,2180,37,1215,693,1168,407,968,246,29,268,709,386,639,639,623,1
2071,1997,2041,1823,977,5,354,335,554,293,703,153,1,19,321,212,245,245,235,1
3536,3548,3498,3035,1401,8,777,527,1090,646,948,363,6,170,613,300,346,346,409,2
2385,1895,2333,1634,1057,4,498,277,565,203,501,110,20,103,365,188,192,192,333,2
3550,2852,3516,2530,1594,2,759,352,855,236,922,291,6,41,530,360,453,453,381,1
3343,2746,3314,2396,1495,3,728,434,900,310,661,172,8,133,395,268,291,291,470,1
1680,1510,1645,1253,774,10,404,229,506,121,353,101,8,47,282,118,296,296,249,0
66861,57890,64910,40735,27417,1361,13421,9054,15007,5979,9522,4141,553,4811,11680,2341,8090,8090,8666,2
2394,2028,2387,1803,1128,1,450,252,619,261,678,194,4,77,357,177,309,309,264,1
2420,1919,2411,1669,1131,7,459,323,606,234,514,89,5,55,300,171,284,284,325,1
2477,2099,2465,1935,1056,6,468,231,718,249,724,162,1,50,336,212,334,334,286,0
2435,2035,2364,1744,1059,6,523,277,614,182,627,170,47,57,306,169,245,245,270,1
4139,3341,4105,2938,1825,6,873,532,965,446,881,341,9,149,451,411,433,433,492,2
1990,1650,1978,1441,843,2,420,172,459,197,562,102,2,25,246,223,305,305,245,0
5395,4801,5315,4153,2377,8,1179,657,1493,726,1452,443,18,157,660,394,526,526,800,1
2809,2292,2771,2096,1307,6,513,261,674,170,648,94,7,99,346,414,367,367,459,1
6360,8796,6221,7225,2410,8,1691,1338,2535,1744,2319,971,27,487,1123,546,706,706,1230,2
8962,7937,8851,7026,3897,8,1767,1017,2620,1211,2478,551,19,294,1245,617,995,995,1184,1
8424,7038,8303,6130,3625,17,1799,999,2542,1513,1645,599,31,393,1157,551,855,855,784,1
27471,24431,27071,21029,11289,120,6561,4169,7482,3225,6320,1297,99,1317,3208,1741,2920,2920,4402,2
7673,7815,7387,6294,2793,16,1830,1048,2469,1496,1929,1083,62,319,988,529,1089,1089,871,2
3126,2528,3093,2259,1474,8,560,372,905,243,703,101,1,91,417,188,362,362,348,1
1846,1494,1827,1339,756,3,410,215,550,259,376,168,3,47,150,151,133,133,273,1
7413,5825,7223,5150,3257,21,1600,833,1784,780,1711,325,58,205,743,617,885,885,962,1
4357,3501,4313,3061,1835,20,938,366,1256,263,1028,164,29,118,702,293,547,547,490,1
11451,9403,11314,7925,4955,41,2515,1450,2948,1014,2330,427,28,511,1543,686,1646,1646,1313,1
5457,4427,5391,3796,2310,19,1281,590,1262,482,1436,297,7,134,638,374,594,594,714,2
2470,1988,2446,1732,1061,2,534,241,752,286,588,207,5,39,254,112,277,277,270,1
16321,13444,16050,10565,6651,110,3662,1763,4230,1280,3043,669,67,579,2605,950,1831,1831,2097,2
13937,10402,13804,8348,4783,21,4660,1383,3497,636,1928,2387,15,348,1920,1192,1331,1331,1092,1
3829,3252,3778,2826,1675,2,872,451,1115,384,967,155,13,76,445,217,407,407,659,1
1321,1219,1305,1104,645,4,211,123,412,123,375,115,5,33,250,161,166,166,189,1
4153,3015,4071,2312,1158,7,1516,289,854,134,737,777,4,112,682,320,332,332,369,2
727,553,715,503,326,0,146,113,178,90,131,48,0,22,101,59,68,68,45,2
24199,23881,23745,19821,10085,197,5186,3454,6920,4641,6407,1940,126,1269,3473,1771,2345,2345,3499,2
1975,1583,1955,1411,864,3,421,321,562,243,434,54,8,40,208,54,213,213,248,1
21100,17536,20739,14545,8931,140,4331,2713,4597,1617,5144,1514,116,780,2673,1311,2059,2059,2818,2
2246,1822,2236,1643,1048,2,432,230,668,243,570,195,6,67,277,108,207,207,227,0
8121,6577,7907,5477,3394,42,1810,1013,2165,659,1472,395,89,414,1151,413,839,839,1151,1
11119,8834,10150,7682,4746,25,2467,963,2729,799,2681,603,345,330,1427,979,1376,1376,1454,1
61675,55523,59806,43084,25029,1542,14502,8861,15038,7505,13239,4191,428,3164,7371,2782,7719,7719,9021,1
4207,3395,4186,3059,1943,3,764,572,936,422,1010,212,2,127,620,414,459,459,515,1
22398,25440,21962,21218,9293,63,5165,3806,8615,6278,6246,2771,69,979,2923,1572,2096,2096,3184,1
28550,22352,28307,18982,11147,87,7135,1507,4043,1193,8645,3680,59,796,4638,3991,3480,3480,2169,1
106331,84053,103818,69226,40619,12639,25445,7294,23101,5634,26285,8584,845,4952,16000,7594,13621,13621,10829,2
53139,43359,52638,35269,20196,398,12676,4481,9082,2764,14972,4424,119,2643,8012,4091,7006,7006,6531,1
101497,80521,98056,68750,39363,3586,24007,6082,18968,4323,30770,11259,1086,3114,14855,9816,13750,13750,9633,2
64757,57553,63755,36239,23578,1774,10249,4953,9424,3177,12328,8241,237,5760,20196,3774,6780,6780,5053,1
45949,36576,45406,30928,17972,132,11666,3678,9586,3307,13612,2746,157,2038,5653,2014,5644,5644,5718,1
70400,58156,69971,50566,28679,2834,13855,5104,16219,4413,21315,6220,109,3051,11682,4877,9628,9628,6863,2
44846,35450,44577,30273,17014,384,11038,2753,7809,2358,14408,4617,95,1122,6318,4181,5478,5478,4759,1
368130,301234,353460,239423,135960,26972,92604,45304,66115,37665,78901,37011,6755,25496,52149,23607,40297,40297,38526,2
28836,23113,28598,19793,11385,139,6637,1423,5441,1879,9569,2738,47,1021,3730,2339,3809,3809,3257,1
40097,31709,39646,26634,15329,892,10040,2758,7087,2326,12504,3121,148,1531,5019,2754,5039,5039,4134,1
138333,110031,134528,92524,55244,12128,32643,10389,29338,7950,34150,11166,1996,6795,20745,11852,18261,18261,14530,2
197363,162263,194467,137653,74828,2284,50590,25552,40000,20799,44802,17976,792,13412,23836,13887,22578,22578,21979,1
42040,33662,41481,27907,16210,932,10262,3290,8426,2565,11464,3989,199,1580,5740,3147,5522,5522,5058,1
107841,86848,106493,74871,42683,2405,23584,6907,21261,5923,33854,10455,516,3503,16106,9346,15682,15682,10272,3
36901,29572,36622,25208,14658,395,8879,2310,6050,1635,12325,3731,81,871,5332,3652,5633,5633,3478,1
43784,34652,43251,29583,18099,378,10133,2793,8819,1831,13346,3432,139,1545,5974,3080,6154,6154,4971,2
1280122,1037828,1218852,874449,545056,380198,290262,160928,256941,115069,246753,118343,23339,114227,189028,95600,149571,149571,126397,2
52959,41677,52313,35392,20929,238,13213,3097,9688,2750,16971,4186,201,1936,6655,3700,6840,6840,6225,2
39037,31014,35628,25859,15268,725,9603,2859,7712,2314,11562,2657,1105,1331,4702,2395,5060,5060,4332,1
174214,149259,170545,125605,62760,5837,50504,43247,29579,39349,24356,17335,1097,24309,19117,4114,14406,14406,17257,2
77079,62650,74475,53623,31860,6644,17145,7607,16727,6096,20400,4896,524,4383,10841,4506,9421,9421,9082,2
146156,121516,143646,101759,54310,8702,38409,18159,32115,15068,34257,13861,812,8940,18674,8288,17751,17751,15096,2
29030,22985,28510,19567,11436,586,7163,2296,4607,1484,9350,2618,237,787,4155,2527,3590,3590,3334,1
1163414,1003589,1107696,830824,477235,247225,278542,203292,223662,127358,208107,106782,27272,117999,167038,77764,133475,133475,134467,2
42698,33959,39357,28437,16188,183,11009,3208,9315,3216,11678,3202,1034,1706,5318,2530,5307,5307,4822,1
30934,24407,30659,20616,12062,812,7352,2008,5117,1694,8248,3534,73,1336,4575,3907,3898,3898,2914,1
93389,76018,92388,63761,34264,1198,24237,15660,17136,13617,16237,7959,246,8538,10982,6190,9430,9430,10428,2
161573,136624,158134,110009,62770,11681,35133,22359,32203,21666,27247,15366,860,20272,26216,7928,16305,16305,15173,1
40087,32141,39738,27364,16210,590,9615,2355,7575,1697,11687,3803,76,1456,6217,4291,5507,5507,4123,1
802374,651771,781767,543437,333945,205952,189640,119701,149363,85271,145107,68323,8504,77538,111143,51728,90298,90298,82415,2
74782,61399,71419,51339,30197,1158,17628,8756,15249,6514,18321,5365,1026,5174,10109,3839,8886,8886,8960,1
32058,25461,31651,19238,11762,259,7560,1663,4978,1105,9168,3036,147,1319,6074,2110,3627,3627,3239,2
15864,12770,15785,11048,6526,330,3472,804,2970,792,5368,1504,22,399,2372,1507,2125,2125,1495,1
28215,22121,26355,18768,10934,117,7094,1997,5978,1697,8091,1795,675,1270,3300,1432,3377,3377,3629,1
43589,34571,43270,29233,16693,604,11092,1937,7833,2017,13080,4538,59,1672,6777,4711,5597,5597,4029,1
29380,23310,29182,19928,11369,217,7005,1830,6070,1469,8922,2722,49,972,4090,2134,4346,4346,2790,2
42366,31973,42037,25080,12554,126,14511,1525,3661,1978,8823,5048,99,599,5426,10472,5063,5063,3695,2
59626,46673,56293,39248,22820,614,15667,3552,10705,2946,18239,4828,1182,1830,7369,4922,8056,8056,6788,1
33225,26199,32960,22242,13010,193,8155,2380,5805,1366,9327,3309,71,1134,4944,3596,4191,4191,3435,1
69709,56658,68936,47783,29109,3879,14054,4557,15573,3822,20482,7296,150,2558,11864,4613,8612,8612,6878,1
60921,49411,60184,39653,22607,496,14701,6087,10595,3588,16437,4887,262,2913,9887,3621,8005,8005,6607,1
230041,190981,222216,164024,94156,7306,51026,28556,52380,23180,53955,16805,3577,16101,27199,13032,28910,28910,26850,1
62450,49822,62005,42715,24974,1278,14649,3860,12426,3098,18082,6552,96,2318,9500,6029,8332,8332,6002,1
166492,137638,164180,114884,63989,5701,41125,18347,34536,14812,40989,13007,698,9873,22622,11139,20993,20993,17541,1
45858,36489,45319,30964,18111,742,11619,3295,7990,2639,15291,3465,144,1390,6170,2998,5567,5567,5187,1
301356,248952,276066,209343,116274,25799,72078,31130,70492,25547,67317,26755,7410,18503,44082,21901,36104,36104,32345,2
441815,349651,414841,290699,180267,83926,106137,45679,96106,32531,86927,38871,8906,28865,65806,33122,53075,53075,43864,2
43435,36238,42813,31005,14734,2862,9807,3749,8931,3732,12720,7013,214,1444,5071,4161,4847,4847,4500,2
238823,193404,227687,164310,98712,37433,51338,25192,47824,14577,62808,20000,3418,12953,37250,15533,32147,32147,23589,2
66501,54171,64998,46284,24691,3807,14729,3871,14401,2868,19682,5608,516,2371,13533,5959,8224,8224,7141,5
172332,143163,169585,121783,65143,2027,43741,26703,36832,21537,38590,13243,652,12365,21021,7293,18972,18972,18640,2
23770,19104,23655,16464,9557,206,5414,1343,4522,1050,7247,2485,30,790,4148,2562,2946,2946,2386,1
40814,32080,40200,26909,15532,101,10773,2700,7455,2310,13018,2024,229,1773,5021,1963,5467,5467,5593,2
102506,84343,101165,71937,40917,2084,24768,9450,22431,8527,26907,8398,468,5648,12909,7501,13655,13655,12142,2
14642,11801,14583,10251,6065,61,3147,708,2520,782,5323,1640,16,459,2154,1241,2142,2142,1383,2
535153,433425,522976,362689,223943,111870,123279,58083,127118,41833,101758,45787,4472,39029,81303,36701,65334,65334,54966,2
15054,12196,14957,10462,6034,432,3520,924,3011,522,4696,1680,33,437,2542,1394,2029,2029,1540,1
34827,28106,34447,23769,12855,121,8993,2221,6773,1610,10871,3396,85,1021,4066,2883,4736,4736,4211,2
86074,69746,85424,58183,34271,3256,20651,5808,17371,4194,24197,7973,199,3343,13353,7464,11956,11956,8196,1
14645,12287,14593,10992,4852,368,2797,622,2672,685,5647,1257,25,538,3149,1513,1647,1647,1524,1
41428,34462,39673,30165,17503,324,8595,4255,10201,3817,10873,2470,391,2483,5526,2353,5595,5595,5047,2
19614,15225,18776,13041,7769,173,4938,1235,3333,1044,6581,1529,256,593,2717,1299,2686,2686,2161,1
36058,28943,35863,24368,13576,93,9431,1923,6752,1481,11029,3593,52,918,6015,3746,4861,4861,3427,1
55698,46896,55110,39415,19624,1881,13157,4430,10504,3999,17118,8014,156,2406,7208,4957,6623,6623,5774,5
28709,22859,28502,19382,11012,258,7120,1380,5031,1441,7975,3255,44,1190,4803,3806,3539,3539,2296,1
161419,136975,159346,103892,62222,6687,33678,17476,28329,12860,38609,14596,413,11053,27593,8425,19544,19544,16872,2
42270,33602,42016,28599,16341,180,10238,2779,8646,2062,12796,3500,89,1340,5498,3038,5255,5255,4472,1
34499,26791,32609,22550,12872,94,9200,2682,6808,2352,9790,1990,921,1613,3843,1657,3994,3994,4479,2
124475,99641,122743,84759,48921,11709,28019,9997,24899,6579,34228,10377,439,4564,22300,11071,15058,15058,13046,2
78064,63443,77316,54199,28919,4840,17585,5609,14814,3761,23528,11960,216,3046,11230,7202,9328,9328,7451,1
60944,48400,55509,41001,24182,1712,14868,4178,13146,3380,17328,4498,1730,2042,8356,4307,8174,8174,6659,1
79499,63093,78611,53021,30870,2129,18090,4507,14749,4294,21724,10980,265,3558,13089,8483,8869,8869,6934,1
56745,45435,54221,37041,21774,1305,13368,3588,11090,2571,16856,4287,747,2095,8716,3412,7593,7593,6414,1
49423,38596,48762,32291,18467,935,13502,3319,10016,3252,13723,3532,228,2199,5841,3034,6352,6352,5893,1
375586,307515,369621,259199,151089,28537,85986,37494,78274,27667,97663,30133,1720,21503,53671,24265,50223,50223,39670,2
541781,446327,533121,376758,222781,78120,123575,76503,106462,51286,118243,48087,2602,42590,73734,32960,64342,64342,58366,2
210312,168903,207511,144530,86011,17417,46632,18352,36886,10876,64704,19528,671,8676,28648,15912,26965,26965,24739,2
92582,75059,90815,63997,36965,719,21964,6390,15799,5122,29781,7881,640,3277,12844,8750,12931,12931,10164,2
52300,43272,51639,36486,18065,1231,14250,7591,9534,6881,12851,6368,174,3645,5668,2865,5234,5234,5053,1
28744,22879,28004,19353,11439,250,7164,1999,5494,1428,9148,2113,223,1174,3749,1538,3688,3688,3635,1
13435,10723,13364,9125,5260,39,3335,656,2118,417,4231,1433,12,285,2187,1835,1715,1715,1240,1
212693,177114,207909,149409,76424,6940,58475,39973,37886,34004,38783,25321,1414,22616,23229,10151,18872,18872,21694,2
61778,51010,61317,43182,25587,664,12941,5305,13463,4008,17402,5797,123,2754,9765,4258,7878,7878,6440,1
114520,92308,112720,75948,42638,1712,29145,9987,18450,7493,30770,10127,567,5945,16100,10796,14279,14279,12936,2
37642,30065,36252,25656,15075,363,8919,2404,7825,1558,11443,2575,408,1334,4956,2650,5186,5186,4582,1
125488,107608,119825,79713,49043,3022,27275,14867,24594,11927,24818,9749,1599,10827,23412,4607,14349,14349,12648,2
22615,17926,22111,15312,9091,44,5501,1642,4452,992,7120,1848,240,648,2476,1450,2909,2909,3006,2
22683,17278,21486,14315,8156,55,6357,1450,3239,576,6185,3500,532,494,3222,2947,2960,2960,1714,2
5642,4890,5418,4331,2022,229,1018,651,1192,476,1678,641,75,255,1226,555,612,612,542,1
14182,11285,13773,9662,5391,529,3348,964,2618,510,3978,2467,158,443,2187,1659,1932,1932,1142,1
5636,4284,4501,3624,2192,44,1469,562,1001,395,1334,640,686,158,669,569,696,696,616,2
22119,18026,19500,15126,8163,876,5338,1732,4339,1543,5995,3236,1017,791,3384,2269,2527,2527,2073,1
11943,7794,9070,6929,3959,313,2552,813,2210,640,2491,1413,681,367,1504,1048,1035,1035,885,1
42416,36303,40309,29985,16838,652,9913,4341,9189,2088,9896,5075,732,2418,6825,4141,6693,6693,4229,1
29600,23234,26605,19403,10645,820,7489,2425,5493,1391,7910,4080,977,873,4460,2702,3442,3442,2580,2
115541,103645,107747,87615,42434,2933,31094,16945,31955,12958,25673,11461,2696,5999,16154,7043,13061,13061,15338,1
47557,38197,45029,32059,18635,3208,12247,4269,9300,2817,11987,5399,1066,2260,6683,4243,5818,5818,4590,1
46987,39237,44035,30014,17836,598,11333,4760,8763,1852,9663,6533,1248,2433,8239,4395,6425,6425,4466,1
15205,11924,14778,10236,6270,1658,3679,935,2948,621,4048,2027,126,345,2603,1960,1929,1929,1168,2
2475,1768,1961,1568,1047,6,630,277,420,166,589,216,300,56,302,226,221,221,278,1
255755,223458,237863,172643,98306,10848,59176,34763,58777,24876,43660,27404,5974,20588,39024,14855,28888,28888,29864,2
5925,4515,5773,3797,2350,29,1511,382,992,310,1554,593,32,247,878,622,672,672,474,1
124098,97905,110202,77391,44982,21669,31134,10578,27347,7859,25328,11346,3671,6336,19534,7802,14831,14831,12559,2
6193,4864,5849,4100,2483,128,1524,447,1194,296,1692,665,115,199,914,568,826,826,490,1
15029,11880,14659,10225,5691,449,3413,1078,3285,612,4010,1630,108,420,2360,1432,2105,2105,1297,1
69967,56864,67815,47963,26539,1544,17428,5274,14182,4245,19914,9319,734,2208,8130,6385,8432,8432,7576,1
27469,23012,23639,17015,10698,831,6410,3064,4629,1944,5687,3159,2081,1446,4412,2189,3237,3237,3083,1
41487,34751,40239,30075,17093,92,9307,3213,9291,1985,11190,4597,450,1758,6664,4623,6454,6454,3731,2
4810,3835,4579,3222,1944,16,1221,527,872,385,1359,564,47,176,629,288,755,755,352,1
4151,3288,3900,2844,1782,11,1031,470,820,302,1060,333,77,144,705,350,508,508,389,0
60580,48524,55227,40620,24175,1811,14948,5952,11973,4248,14617,5591,2760,3202,7464,4876,8557,8557,6152,1
27576,21978,25863,18572,11069,705,6733,2015,4806,1590,8166,4382,778,860,2964,2725,3313,3313,2499,1
52431,43440,50026,36548,19892,1268,13174,5126,10672,4372,14732,5678,792,1766,7148,4252,5882,5882,5319,2
4527,3552,4369,3083,1910,35,1026,621,945,368,1084,302,77,176,563,257,393,393,609,1
6239,5037,5630,4290,2181,441,1233,457,1464,238,1573,776,212,157,1321,639,845,845,593,3
2922,2207,2166,1953,1112,210,754,327,634,154,488,255,402,113,458,391,314,314,207,0
3685,2967,3040,2560,1527,3,930,410,576,252,885,439,344,199,440,490,492,492,438,1
12769,10189,12343,8663,5044,56,3252,858,2517,596,3459,1381,155,257,2130,1572,1652,1652,1078,1
14003,11122,13473,9414,5050,742,3107,754,2784,493,3630,2842,201,416,1772,1830,1853,1853,944,1
26446,19921,20908,16280,10247,1985,6907,2140,5736,1474,4354,2603,3075,1294,3826,2756,3051,3051,2537,1
6472,5040,5920,4289,2634,42,1565,387,1203,237,1787,820,245,148,998,764,878,878,510,1
10957,8766,10534,7395,4312,212,2686,729,2283,414,2679,1293,129,497,1652,1207,1371,1371,984,1
46562,35710,43570,29785,18577,962,11781,4408,10234,2963,9637,3931,1190,1571,6500,3935,5957,5957,4304,1
15034,11982,13012,10122,5731,170,3995,1652,2876,1808,3636,1670,1176,749,1493,1209,1646,1646,1654,1
9446,7302,8614,6315,3978,401,2207,786,1903,338,2366,907,397,293,1303,967,1292,1292,965,1
11154,8706,10861,7150,4208,83,2673,741,2392,560,2583,1217,71,425,1757,1009,1391,1391,931,1
50384,39968,46930,33599,18878,1034,12445,3145,8770,2110,13834,7080,2035,1859,7311,5991,6770,6770,4309,1
34273,27771,33435,23526,13243,615,8741,2371,7517,1907,9246,4085,203,985,4651,3407,4380,4380,3510,1
41848,36404,39678,29783,15290,3804,10471,5671,8953,4408,9652,5301,839,2667,6763,2840,4413,4413,4325,1
9423,7802,8310,6513,3713,168,2294,672,1655,373,2790,1307,736,295,1093,1101,1408,1408,878,2
34506,29769,32106,25078,12891,239,9195,4371,7750,3348,8398,4184,929,1672,3998,2887,4324,4324,3980,2
33151,26094,31599,21791,12958,2894,8599,2063,5728,1209,9160,4422,807,888,5031,3952,4450,4450,2820,2
20252,16554,19862,14439,8460,647,4257,1323,4258,957,6112,2282,87,638,3061,2108,2796,2796,1798,1
