Full Name,Country Name,State,State Abbr,Total Population,Households SNAP,Estimated Individuals SNAP,Total Citizen Educated in US,Citizen Less than High School  Education,Citizen High School  Graduate,Citizen Some College  Education,Citizen College Degree,Citizen Graduate or Professional Degree,Total Citizen Income,Citizen No Income,Citizen Income 1-9999,Citizen Income 10000-14999,Citizen Income 15000-24999,Citizen Income 25000-34999,Citizen Income 35000-49999,Citizen Income 50000-64999,Citizen Income 65000-74999,Citizen Income over 75000,One Race Population,White Race,Black Race,Native American Race,Asian Race,Pacific Islander Race,Other Race Alone,Hispanic or Latino,Median Age,Male Median Age,Female Median Age,Total Households,Average Household Size,Total Families,Total Confirmed Cases,Total Deaths,Case Rate per 1000,Death Rate 1000,Case Rate Categories,Death Rate Categories,Total Population_iqr,Households SNAP_iqr,Estimated Individuals SNAP_iqr,Total Citizen Educated in US_iqr,Citizen Less than High School  Education_iqr,Citizen High School  Graduate_iqr,Citizen Some College  Education_iqr,Citizen College Degree_iqr,Citizen Graduate or Professional Degree_iqr,Total Citizen Income_iqr,Citizen No Income_iqr,Citizen Income 1-9999_iqr,Citizen Income 10000-14999_iqr,Citizen Income 15000-24999_iqr,Citizen Income 25000-34999_iqr,Citizen Income 35000-49999_iqr,Citizen Income 50000-64999_iqr,Citizen Income 65000-74999_iqr,Citizen Income over 75000_iqr,One Race Population_iqr,White Race_iqr,Black Race_iqr,Native American Race_iqr,Asian Race_iqr,Pacific Islander Race_iqr,Other Race Alone_iqr,Hispanic or Latino_iqr,Median Age_iqr,Male Median Age_iqr,Female Median Age_iqr,Total Households_iqr,Average Household Size_iqr,Total Families_iqr,Total Confirmed Cases_iqr,Total Deaths_iqr,Case Rate per 1000_iqr,Death Rate 1000_iqr,Total Population_iqr_bc,Total Citizen Educated in US_iqr_bc,Citizen Less than High School  Education_iqr_bc,Citizen High School  Graduate_iqr_bc,Citizen Some College  Education_iqr_bc,Citizen College Degree_iqr_bc,Total Citizen Income_iqr_bc,Citizen No Income_iqr_bc,Citizen Income 1-9999_iqr_bc,Citizen Income 10000-14999_iqr_bc,Citizen Income 15000-24999_iqr_bc,Citizen Income 25000-34999_iqr_bc,Citizen Income 35000-49999_iqr_bc,Citizen Income 50000-64999_iqr_bc,Citizen Income over 75000_iqr_bc,One Race Population_iqr_bc,Other Race Alone_iqr_bc,Hispanic or Latino_iqr_bc,Median Age_iqr_bc,Male Median Age_iqr_bc,Female Median Age_iqr_bc,Total Households_iqr_bc,Average Household Size_iqr_bc,Total Population_iqr_bc_zscore,Total Citizen Educated in US_iqr_bc_zscore,Citizen Less than High School  Education_iqr_bc_zscore,Citizen High School  Graduate_iqr_bc_zscore,Citizen Some College  Education_iqr_bc_zscore,Citizen College Degree_iqr_bc_zscore,Total Citizen Income_iqr_bc_zscore,Citizen No Income_iqr_bc_zscore,Citizen Income 1-9999_iqr_bc_zscore,Citizen Income 10000-14999_iqr_bc_zscore,Citizen Income 15000-24999_iqr_bc_zscore,Citizen Income 25000-34999_iqr_bc_zscore,Citizen Income 35000-49999_iqr_bc_zscore,Citizen Income 50000-64999_iqr_bc_zscore,Citizen Income over 75000_iqr_bc_zscore,Hispanic or Latino_iqr_bc_zscore,Median Age_iqr_bc_zscore,Male Median Age_iqr_bc_zscore,Female Median Age_iqr_bc_zscore,Total Households_iqr_bc_zscore,Average Household Size_iqr_bc_zscore
"Chilton County, Alabama",Chilton County,Alabama,AL,43643,3184,8310,29697,5391,12902,6920,2809,1675,35065,5918,6322,3451,5085,4323,3936,2575,757,2698,36713,4230,155,130,55,1854,506,40223,37.6,36.7,38.5,16558,3,10960,55,5,3.483,0.069,2,1,43643.0,3184.0,8310.0,29697.0,5391.0,12902.0,6920.0,2809.0,1675.0,35065.0,5918.0,6322.0,3451.0,5085.0,4323.0,3936.0,2575.0,757.0,2698.0,36713.0,4230.0,155.0,130.0,55.0,1854.0,506.0,40223.0,37.6,36.7,38.5,16558.0,3.0,10960.0,55.0,5.0,3.483,0.069,24.402939343915268,22.172061152341506,25.789368434475776,24.223203743502747,15.256954432410076,10.39815980377637,22.918545690959768,22.914762946711818,18.06612309375346,17.686751692537406,16.997063246284007,15.384973948062445,14.49816574268404,12.29661206217635,10.527676174919483,24.890528935018718,8.732720920034456,26.412449631336354,61.042795562474204,30.04940543537307,128.34183678942742,19.593145818214833,0.4856719448739987,0.36869576090078837,0.36530180823146174,0.6525467529939382,0.5751775336972131,0.14867847265302414,0.1643565713154622,0.353924935608083,0.5783933385793939,0.3578171891746776,0.3334524838153435,0.29988791677416976,0.3810795742793493,0.27291871566238984,0.3114878989565741,0.38383193192049164,0.36244265637014755,-0.5734812107990618,-0.494275694298121,-0.6541507538421821,0.35247969455748773,1.2053636253116902
"Choctaw County, Alabama",Choctaw County,Alabama,AL,13859,1409,3297,9449,1881,3766,2702,745,355,11010,1494,2487,1665,1752,968,1162,601,217,664,7731,6012,18,12,0,28,58,13786,43.4,41.5,44.8,5866,2,3141,152,3,13.204,0.794,3,3,13859.0,1409.0,3297.0,9449.0,1881.0,3766.0,2702.0,745.0,355.0,11010.0,1494.0,2487.0,1665.0,1752.0,968.0,1162.0,601.0,217.0,664.0,7731.0,6012.0,18.0,12.0,0.0,28.0,58.0,13786.0,43.4,41.5,44.8,5866.0,2.0,3141.0,152.0,3.0,11.0055,0.6695,19.769936560516335,17.96090082961617,19.482265218543663,18.420963253535184,12.815316941569064,8.265805972392187,18.543058807983012,16.285744537245446,14.842666283899636,14.930946939112998,13.555282671872714,11.248937746450087,11.319426124254631,9.179813619100145,8.214291306479451,18.44015906446649,5.043015740625461,21.453303277825178,72.49932659210576,33.84267869732199,159.54717288336664,16.136521121957536,0.4002283303947797,-0.5641833399618552,-0.5648871375550553,-0.2686155489892724,-0.48722096670629456,-0.5948495695488033,-0.8018251092612165,-0.5756770086777462,-0.492453682090911,-0.40410005791888315,-0.2784032050576721,-0.5598085282902714,-0.8027518034418966,-0.6791879716574027,-0.7792608137619574,-0.6231372939233367,-0.4990765002037203,0.6128829368468451,0.47563848053541646,0.6406659581430082,-0.5049671437481529,-0.7969481557906208
"Clarke County, Alabama",Clarke County,Alabama,AL,25833,1894,4678,16921,3136,7503,4089,1422,771,20199,4732,4020,2174,2583,1718,1915,1048,527,1482,14070,11336,103,77,4,67,176,25562,40.2,39.3,41.1,10337,2,6389,183,11,7.819,0.155,2,2,25833.0,1894.0,4678.0,16921.0,3136.0,7503.0,4089.0,1422.0,771.0,20199.0,4732.0,4020.0,2174.0,2583.0,1718.0,1915.0,1048.0,527.0,1482.0,14070.0,11336.0,103.0,77.0,4.0,67.0,176.0,25562.0,40.2,39.3,41.1,10337.0,2.0,6389.0,183.0,11.0,7.819,0.155,22.19386205316898,20.02292460592543,22.360630952916996,21.514388921028623,13.858836955380562,9.281398064713532,20.750186380730177,21.712343178013814,16.445633307740955,15.899954090608581,14.747474239557462,12.737947010906025,12.562855399704707,10.314141280903385,9.511438074810039,20.74786022591331,6.830877122170531,24.213943061469905,66.14105731007169,32.10780286858394,140.9739835532191,17.965517881773312,0.4002283303947797,-0.0761133905445306,-0.10941368708558356,0.15177427420677667,0.07918968034241497,-0.27707660129361955,-0.3416545408980559,-0.10675774602490751,0.38415528591889675,-0.025212331471473372,-0.06326004679710563,-0.2620199765753814,-0.3765621370426032,-0.3067518899156191,-0.38229371450617317,-0.0585157755019477,-0.01948910986063142,-0.045538246474132314,0.03204253010695039,-0.1299995417299726,-0.051268050909592806,-0.7969481557906208
"Clay County, Alabama",Clay County,Alabama,AL,13932,812,1957,9455,2525,3188,2772,562,408,11066,1323,2268,1549,1887,1315,1134,686,283,621,11380,2066,55,24,0,172,235,13533,42.0,40.6,43.3,5670,2,3144,202,4,2.153,0.14400000000000002,2,2,13932.0,812.0,1957.0,9455.0,2525.0,3188.0,2772.0,562.0,408.0,11066.0,1323.0,2268.0,1549.0,1887.0,1315.0,1134.0,686.0,283.0,621.0,11380.0,2066.0,55.0,24.0,0.0,172.0,235.0,13533.0,42.0,40.6,43.3,5670.0,2.0,3144.0,202.0,4.0,2.153,0.14400000000000002,19.78952702921227,17.963061049196334,21.100382303809166,17.72753552191035,12.878321069118,7.83616068584588,18.560775649003602,15.781884043043908,14.54791759487942,14.676114111051236,13.778044401046559,12.02994049710593,11.260678134118715,9.443597532116286,8.109356713290168,19.906987612517835,7.33109888771798,21.37442975327719,69.70657858646697,33.13368886346183,151.93486095039358,16.031060539368124,0.4002283303947797,-0.5602386976473661,-0.5644099739659376,-0.032287014619274974,-0.6141885723217846,-0.5756635373131338,-0.996499838613096,-0.5719129453175246,-0.5738469556830744,-0.473768777858364,-0.33498229157221493,-0.5041665538741891,-0.5792103455715425,-0.6967843655081958,-0.6869475093205454,-0.6688131810226164,-0.5127786673713578,0.32368404245812915,0.294354601893744,0.3248049567429251,-0.5311275895741266,-0.7969481557906208
"Cleburne County, Alabama",Cleburne County,Alabama,AL,14972,954,2395,10387,2512,3887,2705,807,476,12070,1511,2560,1441,2235,1210,1356,756,327,674,14079,498,51,23,10,151,160,14665,40.6,39.5,41.5,5891,3,3551,30,2,1.469,0.067,1,1,14972.0,954.0,2395.0,10387.0,2512.0,3887.0,2705.0,807.0,476.0,12070.0,1511.0,2560.0,1441.0,2235.0,1210.0,1356.0,756.0,327.0,674.0,14079.0,498.0,51.0,23.0,10.0,151.0,160.0,14665.0,40.6,39.5,41.5,5891.0,3.0,3551.0,30.0,2.0,1.469,0.067,20.059427814591487,18.285021823130997,21.071095959955425,18.554872663626295,12.81804662118926,8.38909196029894,18.865930095209425,16.333258966810064,14.936013314828923,14.424209310515826,14.295110309768011,11.814636318332647,11.69547390689577,9.639737948655954,8.237786496664603,20.750433817563305,6.669208042536583,21.718121807546762,66.93090465086031,32.265771586209695,142.94857287161864,16.149751648040855,0.4856719448739987,-0.5058927769220676,-0.49329314868746477,-0.03656433100325886,-0.46270196293237315,-0.5940183268473553,-0.74596352511222,-0.507080807983494,-0.4847782342047712,-0.3820359456861447,-0.39091128475305953,-0.3750125552443138,-0.6408354934575677,-0.5665528861887439,-0.6183065911604458,-0.6129103170832274,-0.45307135736107385,0.0362532281704591,0.07243405685047262,-0.04806704015157353,-0.5016851927826501,1.2053636253116902
"Coffee County, Alabama",Coffee County,Alabama,AL,49948,2656,6613,34736,5075,10190,11594,5111,2766,41118,5609,7211,3892,6502,4844,4371,3054,1289,4346,37330,8359,645,644,100,1623,1247,46768,37.6,35.7,39.3,19849,2,12084,22,1,6.086,0.02,2,1,49948.0,2656.0,6613.0,34736.0,5075.0,10190.0,11594.0,5111.0,2766.0,41118.0,5609.0,7211.0,3892.0,6502.0,4844.0,4371.0,3054.0,1289.0,4346.0,37330.0,8359.0,645.0,644.0,100.0,1623.0,1247.0,46768.0,37.6,35.7,39.3,19849.0,2.0,12084.0,22.0,1.0,6.086,0.02,24.99772531880179,22.80026748248649,25.38638351543802,23.012382377732465,16.7122404039017,11.421823841021403,23.575042263397656,22.6216250203996,18.55798935385663,18.175357714682665,17.870231519339214,15.73448745386637,14.794536635708102,12.694796552350013,11.367130108572104,24.967760883496165,10.529415964203965,27.17783657251053,61.042795562474204,29.25525199173521,132.19084038559433,20.246627389069335,0.4002283303947797,0.48845899684056554,0.5040641775529424,0.5936901744702782,0.3534744165177205,0.5918425104292644,0.628184583953164,0.4934020970023035,0.5310400419602975,0.47407790211191914,0.44193490583588146,0.5179900427114157,0.48111860559796893,0.3616887135380161,0.4508357676152686,0.7492290991768609,0.4954081841058156,-0.5734812107990618,-0.6973353287578541,-0.4944423576305494,0.5145816743954772,-0.7969481557906208
"Colbert County, Alabama",Colbert County,Alabama,AL,54428,2824,6693,38423,6181,12958,12077,4403,2804,44836,5637,7851,5062,7826,4944,5655,3676,1409,2776,43789,8768,267,229,20,510,845,53335,41.8,40.4,43.3,22773,2,12034,304,1,5.347,0.092,2,2,54428.0,2824.0,6693.0,38423.0,6181.0,12958.0,12077.0,4403.0,2804.0,44836.0,5637.0,7851.0,5062.0,7826.0,4944.0,5655.0,3676.0,1409.0,2776.0,43789.0,8768.0,267.0,229.0,20.0,510.0,845.0,53335.0,41.8,40.4,43.3,22773.0,2.0,12034.0,304.0,1.0,5.347,0.092,25.382147286579354,23.21163621276563,26.72186588288128,24.24589724925487,16.83102797370739,11.163075173131455,23.937854700521246,22.648715233514025,18.881063531677125,19.27885017094506,18.549686760778187,15.797813570715634,15.539362182947448,13.135755934488243,10.577081545229923,25.71685711116477,9.73367211156443,27.85937218504952,69.30899752963617,32.97599923664215,151.93486095039358,20.752423160914677,0.4002283303947797,0.5658643506506673,0.5949300235961182,0.7887394656796677,0.579332746932797,0.6280157300602898,0.510944087038726,0.5704840666165549,0.5354161761344736,0.5504418190781803,0.6869370730444312,0.6877060495911975,0.4992440378962106,0.5847813444354133,0.6051530541555306,0.40533708144089076,0.6138067842346315,0.2825131234087873,0.25403443677122595,0.3248049567429251,0.6400488637801784,-0.7969481557906208
"Conecuh County, Alabama",Conecuh County,Alabama,AL,13228,881,2062,8772,1842,4208,1954,458,310,10339,1963,2036,1734,1834,850,974,528,168,252,6788,6149,44,17,1,97,132,13067,43.0,41.7,44.4,5625,2,3042,291,5,9.298,0.076,3,2,13228.0,881.0,2062.0,8772.0,1842.0,4208.0,1954.0,458.0,310.0,10339.0,1963.0,2036.0,1734.0,1834.0,850.0,974.0,528.0,168.0,252.0,6788.0,6149.0,44.0,17.0,1.0,97.0,132.0,13067.0,43.0,41.7,44.4,5625.0,2.0,3042.0,291.0,5.0,9.298,0.076,19.59678779111319,17.709167729776592,19.37109775840677,18.894150875661303,12.032618274898015,7.529163022398705,18.324471550231724,17.462199937147837,14.2079860731504,15.075622547613966,13.69226410680982,10.927045992872863,10.898355154719642,8.925164873561032,6.7423605595952445,17.964926752203432,6.3477005751856606,21.22582167211308,71.69968313492502,34.00009718640238,157.50636307565358,16.00640102545233,0.4002283303947797,-0.5990477412730448,-0.6204916096754154,-0.2848517306370773,-0.4005796389251531,-0.8331971577747084,-1.1356022305505364,-0.6221173581145759,-0.30240989549681396,-0.5541172064286991,-0.24628170080651446,-0.5255929674463328,-0.8948848360217087,-0.8053085521560899,-0.8683771927851822,-1.2638387115327598,-0.5385953502474172,0.5300770398396986,0.5158893175820198,0.5559857407258537,-0.5372446037423542,-0.7969481557906208
"Coosa County, Alabama",Coosa County,Alabama,AL,11539,602,1433,8117,1887,3123,2215,611,281,9422,1176,1773,1568,1783,1103,1024,493,56,446,7648,3582,40,16,15,135,103,11309,44.2,43.5,45.0,4794,2,2370,123,1,3.986,0.087,2,2,11539.0,602.0,1433.0,8117.0,1887.0,3123.0,2215.0,611.0,281.0,9422.0,1176.0,1773.0,1568.0,1783.0,1103.0,1024.0,493.0,56.0,446.0,7648.0,3582.0,40.0,16.0,15.0,135.0,103.0,11309.0,44.2,43.5,45.0,4794.0,2.0,2370.0,123.0,1.0,3.986,0.087,19.095577266129887,17.449052963672028,19.499208294828595,17.64320049173812,12.331960174866946,7.962754865439664,18.00497411052973,15.304987988565806,13.780228070122106,14.718914480512703,13.607699231484787,11.577875288522492,11.016851664540896,8.791713169634255,7.597666182402547,18.400381069255168,5.942408313281241,20.62134268755955,74.10267387087055,35.414711156851936,160.57051805836252,15.517076810006916,0.4002283303947797,-0.6999690758262463,-0.6779474796788933,-0.2661409861639995,-0.6296304365019029,-0.7420414896348766,-0.9391392939460081,-0.6899967619580306,-0.6508844124471156,-0.6552248741639264,-0.32547956845355985,-0.5467157906834542,-0.7086020995626094,-0.7698160825084451,-0.9150796911747029,-0.8915416274600547,-0.6436074204337446,0.7789151958991164,0.8775964889635085,0.6831280688129661,-0.6586258754477703,-0.7969481557906208
"Covington County, Alabama",Covington County,Alabama,AL,37765,2168,5182,26416,4743,9397,8177,2740,1359,30711,4529,5404,3637,5035,3994,3168,2102,749,2093,32022,4716,214,155,1,135,522,37282,42.4,40.5,44.1,15531,2,8523,46,1,5.375,0.026000000000000002,2,1,37765.0,2168.0,5182.0,26416.0,4743.0,9397.0,8177.0,2740.0,1359.0,30711.0,4529.0,5404.0,3637.0,5035.0,3994.0,3168.0,2102.0,749.0,2093.0,32022.0,4716.0,214.0,155.0,1.0,135.0,522.0,37282.0,42.4,40.5,44.1,15531.0,2.0,8523.0,46.0,1.0,5.375,0.026000000000000002,23.777486616128485,21.711317874864132,24.941375069957267,22.60807058667383,15.71830070661617,10.356483504920337,22.38257016485672,21.482730636247332,17.49209751268942,17.8988024843923,16.96261555470373,15.144946605693017,13.89665749623176,11.832255301405917,10.091811647270417,24.26405781047665,8.791988585228623,26.033570135691754,70.50278456272717,33.05485030095301,155.98092100496166,19.366007220332875,0.4002283303947797,0.24275761546722,0.26352978562712176,0.5286959940982929,0.27944435153526204,0.2891677522140988,0.14547280264804618,0.24005329012481613,0.34706383571141936,0.22213676400235166,0.38053291763969954,0.29128348736562015,0.31237807227189635,0.0927529604665666,0.14898251135999993,0.19410899737241194,0.29662246872842524,0.40613397620625813,0.27419611764536217,0.49268990310528665,0.29613592289435675,-0.7969481557906208
"Crenshaw County, Alabama",Crenshaw County,Alabama,AL,13906,1002,2445,9588,1981,3625,2420,1143,419,11275,1488,2207,1341,1969,1312,1407,656,263,632,10097,3254,57,189,8,99,202,13702,40.7,39.2,42.5,5652,2,3308,203,1,8.342,0.21600000000000003,3,2,13906.0,1002.0,2445.0,9588.0,1981.0,3625.0,2420.0,1143.0,419.0,11275.0,1488.0,2207.0,1341.0,1969.0,1312.0,1407.0,656.0,263.0,632.0,10097.0,3254.0,57.0,189.0,8.0,99.0,202.0,13702.0,40.7,39.2,42.5,5652.0,2.0,3308.0,203.0,1.0,8.342,0.21600000000000003,19.782559769358876,18.010643629371753,19.759328222516853,18.260365640019018,12.545887691119784,8.933472473858563,18.626219363178624,16.26887095965586,14.461513814716094,14.176594786226541,13.906793090677063,12.023999313540825,11.78647588205776,9.354010902325715,8.136829204321014,19.444291244007594,7.067419171014576,21.427253109673963,67.12859079815011,32.02879916453397,147.92075303967314,16.021217219129753,0.4002283303947797,-0.5616415914964265,-0.5538996189333059,-0.22815006336195207,-0.5166266185511238,-0.6768962303860173,-0.4993016101321872,-0.5580089831836014,-0.49517942807225473,-0.4941917381162073,-0.44588773224837736,-0.47200738846865437,-0.5809108528162398,-0.5392956712194193,-0.7182990717990009,-0.6568549662859624,-0.5036020207861795,0.05672432513901592,0.011841820289633659,0.15824581471457624,-0.533569313671614,-0.7969481557906208
"Cullman County, Alabama",Cullman County,Alabama,AL,80406,3897,9704,56720,10147,20338,17778,5409,3048,66508,12443,10854,6672,11007,7438,7644,4708,1658,4084,76133,856,408,343,18,1759,889,76952,39.9,38.5,41.4,31864,2,18641,116,3,3.719,0.012,2,1,80406.0,3897.0,9704.0,56720.0,10147.0,20338.0,17778.0,5409.0,3048.0,66508.0,12443.0,10854.0,6672.0,11007.0,7438.0,7644.0,4708.0,1658.0,4084.0,76133.0,856.0,408.0,343.0,18.0,1759.0,889.0,76952.0,39.9,38.5,41.4,31864.0,2.0,18641.0,116.0,3.0,3.719,0.012,27.187019413063076,24.852957848493215,30.349153917274958,26.704427719743183,17.98417911039207,11.52082249578678,25.64492686050027,27.311204230022593,20.149981093654922,20.492897282612326,19.849294617993323,17.100375663885764,16.441890183159746,13.738118265311599,11.256061283316102,28.452219732439282,9.835663719304804,29.83450646846548,65.54961901179412,31.475408832221948,142.45415654281027,22.027687280858476,0.4002283303947797,0.9292846992330918,0.9574760026212019,1.3185105636502643,1.0294931788485924,0.9791735945009461,0.6730414389592355,0.9331631561429539,1.2885914039614836,0.8503714389370046,0.9564850629411856,1.0123253071732339,0.8720681144175763,0.8551095397721749,0.8159546022618112,0.7008831060352883,0.9569335848308412,-0.10678376580336126,-0.12965632404640198,-0.0685820739679784,0.9563895960657531,-0.7969481557906208
"Dale County, Alabama",Dale County,Alabama,AL,50251,3467,8529,33288,4673,10839,12189,3688,1899,39778,5729,7604,4107,6350,4090,4685,2924,1138,3151,37236,9679,371,534,44,882,1505,47430,36.1,34.4,37.9,20065,2,12477,299,1,3.841,0.0,2,0,50251.0,3467.0,8529.0,33288.0,4673.0,10839.0,12189.0,3688.0,1899.0,39778.0,5729.0,7604.0,4107.0,6350.0,4090.0,4685.0,2924.0,1138.0,3151.0,37236.0,9679.0,371.0,534.0,44.0,882.0,1505.0,47430.0,36.1,34.4,37.9,20065.0,2.0,12477.0,299.0,1.0,3.841,0.0,25.02464374764085,22.628294815562466,24.844468928876214,23.3243859274024,16.857970641148242,10.85882602655378,23.437292254261152,22.736971005716267,18.759128352552803,18.39708929065962,17.784832473077124,15.216703986044912,14.992816232985282,12.59257901483816,10.7979205993764,24.956065333021908,10.925539450602244,27.25009422560699,58.13058497334749,28.220708151221675,125.4774852797193,20.28613501741266,0.4002283303947797,0.4938791618752162,0.4660777174110907,0.5145427004326619,0.4106027109865634,0.6362203176983555,0.37308706376805295,0.4641361707766106,0.5496729521580199,0.5216204259333235,0.49116470921570915,0.49665885819917516,0.3329167315830833,0.4210780795094117,0.41506391727121156,0.501463815225536,0.5079610204034568,-0.8750508765555391,-0.9618611527912284,-0.7730025486956403,0.5243818968635451,-0.7969481557906208
"Dallas County, Alabama",Dallas County,Alabama,AL,43820,5326,13422,26849,5025,9822,8193,2181,1628,32532,5263,7429,4161,5589,3309,3224,1392,573,1592,12769,30423,85,149,11,84,299,43511,37.7,35.8,39.0,17064,3,11595,193,0,13.008,0.13699999999999998,3,2,43820.0,5326.0,13422.0,26849.0,5025.0,9822.0,8193.0,2181.0,1628.0,32532.0,5263.0,7429.0,4161.0,5589.0,3309.0,3224.0,1392.0,573.0,1592.0,12769.0,13646.5,85.0,149.0,11.0,84.0,299.0,43511.0,37.7,35.8,39.0,17064.0,3.0,11595.0,193.0,0.0,11.0055,0.13699999999999998,24.420618971826404,21.774871875445783,25.320842133838852,22.82811115702244,15.72375599156007,9.97725990377002,22.61426387124078,22.27755773237736,18.6706816270512,18.451264087702008,17.329046158591407,14.584474418402575,13.944611634403966,10.919697777750326,9.630670358755047,20.360135317867115,7.759389639388943,26.809170995977095,61.23771346560042,29.334730984197503,130.7434854424652,19.70058436318518,0.4856719448739987,0.3722556455286207,0.27756801363818495,0.5841177530460432,0.31973409346693515,0.2908289969112363,-0.026355573525297975,0.28927819370557656,0.4754596516927761,0.5007145818088978,0.503192831934758,0.38281142783548405,0.151957677161276,0.1071163437942557,-0.17037434227938386,-0.006616395378199509,0.4313623919649914,-0.5532967752657257,-0.6770130909259668,-0.5544980917811574,0.37913079173813596,1.2053636253116902
"DeKalb County, Alabama",DeKalb County,Alabama,AL,71109,4651,12186,47694,12571,16211,12710,3638,2564,56732,9415,10991,6685,9941,6570,5640,3548,1413,2529,60087,1078,969,203,147,7051,1574,61419,37.5,36.4,38.6,26842,3,18366,570,6,5.147,0.07,2,1,71109.0,4651.0,12186.0,47694.0,12571.0,16211.0,12710.0,3638.0,2564.0,56732.0,9415.0,10991.0,6685.0,9941.0,6570.0,5640.0,3548.0,1413.0,2529.0,60087.0,1078.0,969.0,203.0,104.0,4087.0,1574.0,61419.0,37.5,36.4,38.6,26842.0,3.0,18366.0,570.0,6.0,5.147,0.07,26.608159859720697,24.11197036286015,32.04429020825915,25.443230922779282,16.980488914576824,10.835534387965552,24.94574850252738,25.58598665462515,20.200368181040645,20.501659586361562,19.454346097217933,16.697114973700227,15.531558172238078,13.050773569464386,10.415903851297424,27.25462921197649,11.021105561549248,28.606729340858095,60.84797299220451,29.811307042212455,128.8211019191669,21.36954799789347,0.4856719448739987,0.8127283307407717,0.7938017857117975,1.5660878736321036,0.7985662484456014,0.6735296121034494,0.362533489505028,0.7846179591494733,1.009900957426562,0.86228125910045,0.9584305075123011,0.9136740910502713,0.7566453678136994,0.5824438611318965,0.5754127912073559,0.33517972029590076,0.7436401185696389,-0.5936557742792623,-0.5551558341098569,-0.6342643953812346,0.7931322288560269,1.2053636253116902
"Elmore County, Alabama",Elmore County,Alabama,AL,79303,4184,10920,55278,7531,18829,16289,7983,4646,65982,10704,11796,5836,7915,7454,7655,5924,2473,6225,60455,15900,285,518,63,938,1144,77174,37.8,36.7,38.6,28301,3,18707,366,5,7.768,0.126,2,2,79303.0,4184.0,10920.0,55278.0,7531.0,18829.0,16289.0,7983.0,4646.0,65982.0,10704.0,11796.0,5836.0,7915.0,7454.0,7655.0,5924.0,2473.0,6225.0,60455.0,13646.5,285.0,518.0,63.0,938.0,1144.0,77174.0,37.8,36.7,38.6,28301.0,3.0,18707.0,366.0,5.0,7.768,0.126,27.12145692169412,24.741773015617966,28.11985267441196,26.270103664461185,17.718845243767507,12.210788609275161,25.609651809555057,26.368124727440293,20.486087210815924,19.897205810975354,18.591741882114576,17.107417684549294,16.446278347023316,14.311845286109078,12.018458598526351,27.285006702324512,10.350371783519291,29.85046803980294,61.4327264951742,30.04940543537307,128.8211019191669,21.57108355408744,0.4856719448739987,0.9160833521029444,0.9329167613304913,0.9929176259126468,0.9499678255271301,0.8983740609415035,0.9856690194571822,0.9256687316776375,1.1362469974120404,0.9298156699674273,0.8242270663319141,0.6982106815768759,0.8740837072745241,0.8564238972411973,1.0167349930428868,1.0327390997162542,0.9597064813126129,-0.5331024890536293,-0.494275694298121,-0.6342643953812346,0.8431249358027187,1.2053636253116902
"Escambia County, Alabama",Escambia County,Alabama,AL,38319,2506,6215,25896,4927,11346,6477,1956,1190,30647,7941,4935,3977,4407,2908,2742,1705,601,1431,23784,12220,1288,92,12,343,580,37601,39.2,38.1,40.4,14157,2,8679,616,10,3.21,0.10400000000000001,2,2,38319.0,2506.0,6215.0,25896.0,4927.0,11346.0,6477.0,1956.0,1190.0,30647.0,7941.0,4935.0,3977.0,4407.0,2908.0,2742.0,1705.0,601.0,1431.0,23784.0,12220.0,1123.375,92.0,12.0,343.0,580.0,37601.0,39.2,38.1,40.4,14157.0,2.0,8679.0,616.0,10.0,3.21,0.10400000000000001,23.839888086851282,21.633790726069734,25.190894334089702,23.55757112477918,15.076503129012886,9.798275499794928,22.374212914374503,24.578064519631646,17.166042021643364,18.26420456024838,16.503035068594308,14.207707269264022,13.505403818330391,11.363762692128885,9.453337022051826,22.943526301721185,8.99399395093961,26.07586695483406,64.17278391323941,31.158896304812767,137.53828157947282,19.04077217466152,0.4002283303947797,0.25532247472199526,0.2464050762168123,0.5651386733867468,0.4532992528547845,0.09372739788005859,-0.10745442761060475,0.23827773542543448,0.8470819171619972,0.14506816442374731,0.46166106670785717,0.17648833945098585,0.044118008574496395,-0.024436645441581056,-0.014970249724773966,-0.0838059781460502,0.3039704107643435,-0.24935989062867453,-0.2105864246869307,-0.27255863225267396,0.215458445261611,-0.7969481557906208
