Total Population,Total Citizen Income,Hispanic or Latino,Total Citizen Educated in US,Total Households,White Race,Total Families,Hispanic or Latino_iqr,Citizen High School  Graduate,Citizen Some College  Education,Citizen College Degree,Citizen Income over 75000,Citizen No Income,Citizen Income 1-9999,Pacific Islander Race,Native American Race,Citizen Graduate or Professional Degree,Citizen Less than High School  Education,Citizen Income 15000-24999,Citizen Income 35000-49999,Death Rate Categories
415057,336512,185054,273560,125946,12785,111013,140466.75,56609,72720,39587,39923,63386,44110,117405,25258,25854,78790,57104,32375,1
136484,116192,92474,97924,48876,2668,31486,92474.0,17725,31392,22344,21935,13180,16436,20058,9223,11511,14952,14619,13243,1
98764,84744,90325,75012,41527,389,19106,90325.0,13885,29414,17134,13095,9101,12982,2678,1187,9740,4839,12043,9671,1
3010232,2566838,1997259,2132158,992781,50744,736659,140466.75,369128,603879,537600,478336,435825,351055,435641,537804,295516,326035,315040,251769,2
348432,305453,303722,260802,132627,4751,85085,140466.75,49705,98866,65212,65203,42736,39848,13375,20435,32559,14460,34868,32421,1
20007,16193,18402,14480,8977,192,3601,18402.0,3686,6592,1806,1965,1348,2641,603,134,1465,931,2368,1881,0
2189641,1850351,1194384,1500538,686260,140543,620108,140466.75,395824,497987,205329,212375,365733,287448,448235,130468,117606,283792,254790,180068,2
1418788,1193740,1112592,996195,513945,147058,363053,140466.75,224145,345169,196514,162246,191915,180358,131691,203211,101072,129295,147388,134080,1
55269,45888,24083,37357,16805,483,16066,24083.0,9212,13167,4980,6479,6876,6482,14471,1443,2190,7808,5638,5055,1
2035210,1647272,1034065,1313298,611618,181862,594588,140466.75,344417,436051,168511,157677,361254,261116,439661,128603,91159,273160,220203,166446,2
3095313,2674812,2103965,2197045,1086865,158213,724168,140466.75,408582,675349,505483,436120,430522,366332,419465,336091,315431,292200,350129,291053,2
805235,764957,683461,683074,345811,48870,107524,140466.75,84072,135318,228294,226554,73811,100113,53021,267915,152772,82618,72650,69550,1
685306,557991,418965,450857,215007,51744,200724,140466.75,123399,148765,55477,60449,108911,88692,131054,98472,26026,97190,72910,57901,1
269637,238061,213664,185803,102016,5550,50841,140466.75,36805,68113,39299,36757,32153,42027,19786,8507,23878,17708,29715,25352,1
718451,627222,535949,544336,257837,20436,159772,140466.75,84393,135551,153522,169704,76283,76895,84529,178118,110676,60194,66093,65223,2
423895,359963,242208,272818,142104,8513,98047,140466.75,47512,81177,54031,51173,49219,60191,73860,20665,36733,53365,53275,38224,1
1781642,1545676,1302432,1310623,604204,46428,429545,140466.75,193771,298091,351778,417461,241162,203327,220806,570524,303823,163160,152965,140747,2
262382,228191,178290,177627,94355,2766,55418,140466.75,27591,55291,41971,39144,30849,38657,43376,11112,28636,24138,29660,22414,1
177223,146974,162345,125093,70346,1548,39652,140466.75,32185,54537,17495,14316,20002,24358,4501,4391,9220,11656,21970,16116,1
3240,2505,2971,2313,1482,6,552,2971.0,588,1066,344,365,242,281,75,12,151,164,473,320,0
44900,36288,40285,31749,19505,571,9325,40285.0,7966,13186,4777,2729,3951,6920,1491,540,2427,3393,5882,4000,0
413344,353122,313988,295232,141758,60750,101535,140466.75,68760,114343,52721,55184,52499,55130,43236,60473,22756,36652,41926,41830,1
483878,416880,363448,355303,185825,7610,106471,140466.75,68000,123283,77016,71545,46835,57729,56966,18341,43246,43758,54162,49876,1
514453,414087,298795,336086,165180,14721,147158,140466.75,94817,110302,38138,40570,73912,69830,99210,26090,18064,74765,56586,44023,1
94737,74691,67486,61768,31437,1919,26112,67486.0,15390,22375,7398,7580,11597,13545,14463,13663,3419,13186,10987,7412,1
63463,50692,49557,43113,23767,406,16160,49557.0,13966,16070,4202,4088,7495,8859,6258,656,1993,6882,8681,4916,1
13786,11314,12827,10098,6083,59,2520,12827.0,3219,3880,1556,797,1247,2188,217,94,410,1033,2056,1181,0
442179,338343,174114,266582,130352,7196,144124,140466.75,68866,77226,24752,23746,70395,64495,128263,15176,12139,83599,49396,31426,2
55365,46422,49447,40935,22156,1143,9682,49447.0,11949,16767,5362,5821,6344,7640,2238,572,3058,3799,6202,5279,0
823318,681292,491751,562386,266920,15163,211915,140466.75,106376,182707,114671,121871,101333,93050,140253,55446,68588,90044,90862,68665,1
200849,174688,139896,124232,70872,5208,45631,139896.0,23432,33153,25761,25375,30385,33557,27882,26052,24644,17242,20477,16548,2
72155,57147,54104,46582,24307,2361,20990,54104.0,11443,19195,5573,4984,9076,8739,8545,4862,2055,8316,8610,6544,1
441603,374378,273725,310590,153764,13539,126123,140466.75,87917,97054,48993,40534,48549,54811,64327,15931,22620,54006,49560,54644,2
15445,12945,8335,9411,5995,172,3828,8335.0,2367,2987,1542,510,1762,3556,2449,148,927,1588,1730,1311,2
572003,499557,466481,421551,224011,58107,147324,140466.75,87155,126608,112863,81404,57543,64602,39049,29077,62403,32522,63061,69192,3
12084,10725,9936,9489,5267,37,2408,9936.0,2210,2869,2312,1024,804,1440,948,89,1196,902,2289,1591,0
3788,2980,3440,2608,1685,24,814,3440.0,695,976,416,162,300,622,142,6,142,379,539,297,0
6499,5065,4514,4572,1832,496,1096,4514.0,2110,1304,319,146,1494,1492,506,62,150,689,510,342,0
294567,264762,255291,205757,119300,2532,62754,140466.75,25498,44916,67026,55353,26311,48091,13127,12133,57193,11124,29307,28594,2
55889,51453,49673,44055,21414,587,14652,49673.0,6410,12258,14915,12087,4685,6407,1848,3407,8626,1846,5552,6973,3
17809,16431,16131,14907,7601,275,2988,16131.0,4016,4813,2983,1610,1802,2915,345,106,1840,1255,2371,2066,4
1836,1570,1658,1325,786,7,450,1658.0,434,473,247,142,231,226,75,11,43,128,180,195,0
9088,8033,8659,7106,4208,56,1571,8659.0,1459,2199,2134,1426,630,989,86,51,1166,148,842,1160,2
8256,6334,3636,5278,3118,27,2336,3636.0,1602,1870,741,280,809,1532,1390,23,272,793,931,629,0
3524,3088,1197,2650,1550,24,736,1197.0,668,842,266,159,392,798,803,34,287,587,528,301,0
5823,4909,4137,3926,1306,559,789,4137.0,1716,1297,202,127,1145,1661,456,59,117,594,582,348,2
4255,3925,4055,3546,1925,44,730,4055.0,709,1432,831,299,355,728,39,16,349,225,807,513,0
30952,25204,26607,21983,12703,160,6851,26607.0,8267,7016,2782,2179,3995,4701,1862,160,1482,2436,3652,2700,1
600158,558377,409193,483128,263107,61435,128766,140466.75,84948,109198,137052,95402,61539,72963,71191,20433,87574,64356,69730,76481,3
2064,1387,1982,1312,899,4,462,1982.0,495,437,179,89,134,237,26,2,81,120,214,194,0
285465,247774,264073,209032,102018,3476,87012,140466.75,25490,57980,78801,73420,29462,31261,4894,10716,42375,4386,20524,24560,2
52197,43558,36508,37519,19236,359,12800,36508.0,6441,10348,12498,7015,3376,4316,6443,528,4439,3793,5871,6519,2
23086,20258,21852,17308,8380,164,5854,21852.0,4363,6256,4205,4518,2415,2309,272,173,1852,632,2309,2344,2
622263,535135,528598,432176,235959,38492,162676,140466.75,86821,157001,97863,74302,63563,83825,30539,17055,63240,27251,68122,71281,2
46824,40603,41054,36356,16582,1843,8211,41054.0,14192,12253,3885,2204,9675,8719,761,282,2316,3710,5260,4422,0
56389,45359,40411,38287,20359,385,15216,40411.0,10908,11010,7509,5883,5644,5523,7122,370,4062,4798,5965,7347,1
5441,4907,5174,4492,2460,28,959,5174.0,1017,1743,1089,892,352,436,31,77,554,89,675,784,0
14843,12654,13727,11139,6469,57,3018,13727.0,3064,3294,3212,1477,787,1644,462,125,1061,508,1968,2265,0
15324,13806,14069,10354,6516,48,2780,14069.0,1792,2552,4036,1145,879,2936,510,100,1527,447,2123,2052,3
843,723,819,664,362,3,168,819.0,137,208,211,64,71,119,11,3,60,48,126,109,0
6711,5630,4343,5142,3137,35,1188,4343.0,1367,2071,777,364,494,1019,604,25,438,489,905,817,0
1394,1109,1244,993,649,0,260,1244.0,343,338,138,80,136,124,70,1,26,148,253,179,0
534543,468640,458098,402392,218160,5667,119090,140466.75,83488,122509,109340,88814,44308,60760,22425,14037,64210,22845,55924,65171,3
1398,1050,1320,911,619,4,314,1320.0,373,305,134,87,67,187,20,0,57,42,249,156,0
8270,6348,6696,5572,3038,225,1839,6696.0,2190,1762,595,495,883,1198,514,36,287,738,1034,774,2
7310,6460,4452,5420,2953,27,1822,4452.0,1811,1204,1298,582,738,861,988,33,391,716,796,1306,0
51334,45692,45278,38496,21100,204,10512,45278.0,7556,12483,10263,6180,3955,7162,1680,286,6341,1853,6264,6465,1
299630,275016,268002,215266,120295,2500,64057,140466.75,41946,65386,59389,39618,26253,49233,9728,5800,39410,9135,36570,35081,2
15507,12031,9061,10322,6384,218,3241,9061.0,2972,3956,1319,803,1624,2257,1299,110,764,1311,2037,1438,0
5467,4605,4784,4057,1948,290,1120,4784.0,2160,865,386,223,1642,1078,109,43,151,495,409,315,0
22709,18040,19158,14592,8047,900,4542,19158.0,4639,5432,1927,1123,1795,3836,845,127,849,1745,2562,2663,2
146723,121340,127171,101365,58095,935,34517,127171.0,28686,35223,18357,11576,12341,23234,7878,1121,9169,9930,18398,15282,0
712,761,691,726,355,2,101,691.0,134,281,177,83,30,109,2,1,108,26,153,109,0
13795,10330,11810,8853,5465,42,3733,11810.0,3549,2912,1055,1118,1307,1585,819,77,464,873,1746,1068,0
25535,20945,22717,18102,10541,58,5999,22717.0,5315,5906,3149,1564,2096,3910,836,121,1923,1809,3531,2750,2
41276,33429,33149,28958,16484,162,10179,33149.0,9688,9380,4533,2401,3723,6098,3584,255,2257,3100,5612,4124,2
28159,21930,18653,18183,10294,808,7875,18653.0,5672,5851,1967,1564,2610,3651,3920,140,1153,3540,3298,3149,4
18831,14732,11235,12283,7729,143,4660,11235.0,3459,4844,1412,602,1881,3391,2690,143,767,1801,2478,1684,1
4436,4110,4240,3748,2022,7,797,4240.0,651,1170,1092,537,382,517,45,25,760,75,642,574,2
16206,14627,15423,13259,7174,69,3108,15423.0,3867,5127,2682,2088,1098,1882,145,103,1100,483,2354,2259,0
4442,3377,3612,2910,1819,18,1122,3612.0,916,1053,439,329,277,725,352,26,191,311,386,534,0
17148,15388,15587,13579,8152,93,2999,15587.0,1945,2680,5933,2963,1175,1374,522,207,2382,639,1630,2736,2
12551,9535,8134,7831,4935,64,3404,8134.0,2017,3094,870,608,1117,1787,1848,38,385,1465,1723,1330,0
159063,132235,93252,110442,62972,3222,38915,93252.0,32041,42006,15277,9143,18119,25973,19285,1258,8731,12387,20547,15804,2
6666,5206,6001,4260,2647,50,1621,6001.0,1390,1645,576,674,685,782,249,22,316,333,694,613,0
11982,9222,6896,7804,4779,43,3025,6896.0,2203,2450,1175,529,884,1979,1908,42,671,1305,1463,945,0
23509,20712,21909,17841,9892,99,4909,21909.0,3685,4248,6090,2972,1607,2853,488,150,3119,699,2999,3523,2
6108,5165,3656,4551,2640,14,1416,3656.0,1286,1195,774,324,618,1219,736,47,410,886,810,480,2
699,491,615,433,344,0,128,615.0,162,127,109,51,22,67,26,8,20,15,103,53,0
7359,6578,6729,5843,3454,29,1447,6729.0,815,1491,2278,851,391,803,249,53,883,376,1048,960,0
2379,1926,2090,1656,1093,8,460,2090.0,497,662,223,111,163,308,111,17,121,153,355,217,0
27994,25714,24005,22379,11754,230,4884,24005.0,4476,5727,7963,3283,1554,2739,1842,278,2731,1482,3864,4365,2
23350,20398,22056,17929,9805,110,4780,22056.0,4562,6368,3780,2949,1700,3009,256,165,2342,877,2521,2821,2
4814,3933,4407,3377,1980,30,1125,4407.0,1157,1426,428,312,443,650,102,11,131,235,676,531,0
252825,221197,181145,181832,89349,2473,70401,140466.75,49614,60802,33853,27593,29039,35019,27271,3022,15194,22369,27229,29450,3
10043,7733,7955,6649,3952,18,2647,7955.0,2150,2129,924,523,750,1414,980,23,473,973,1081,1128,0
916829,768497,761804,642401,335545,99317,227019,140466.75,141048,134711,165926,181855,100630,110434,62474,42284,132570,68146,90878,77529,4
894014,741026,757231,622863,350854,119191,204043,140466.75,169040,154982,132166,132013,88372,104860,63058,37958,100525,66150,88907,92148,4
189927,156568,181392,135410,76640,2558,40952,140466.75,39337,37873,27496,28746,14209,19212,2708,2908,19868,10836,20134,20316,3
165676,139498,157842,118781,67202,7727,35098,140466.75,32362,30873,27082,30470,13186,18542,2154,4247,21324,7140,15068,17020,4
862477,716506,732734,595779,334502,109850,192974,140466.75,182609,146901,111795,114031,87146,106764,51981,30263,94583,59891,90295,86952,4
274055,226710,250841,188628,107057,16025,59599,140466.75,56761,54405,34115,38854,21411,33942,8722,11383,28033,15314,29131,28040,2
152691,129730,146089,95679,54477,5011,30884,140466.75,25979,26080,21525,24162,13077,25393,2367,5134,16479,5616,13644,14173,3
118428,97388,107077,80756,44810,2617,26446,107077.0,26446,25191,11950,11192,9172,15716,5002,1388,7762,9407,14418,12273,2
162310,139361,152964,114160,60278,38913,40379,140466.75,37753,35143,16509,12907,16517,22999,3235,3306,10328,14427,18870,19410,3
538479,454305,491558,377959,202651,127786,125079,140466.75,112114,96770,77875,72858,64821,66082,19115,23300,57022,34178,52128,55366,2
197145,180760,180191,159421,79368,25115,40307,140466.75,53268,45079,23094,20137,17757,26044,8169,1943,16941,21039,28335,25729,3
247336,220605,226584,156332,100516,50282,44285,140466.75,34600,44781,32960,20324,40122,44765,4211,13235,31710,12281,30752,24252,1
27115,22049,26595,18290,8772,3680,7047,26595.0,7610,5395,1689,1613,4466,3860,111,132,706,2890,3119,2682,2
168852,147505,160745,125643,68438,18180,37076,140466.75,38862,45059,18081,13303,16945,25731,2039,3353,10004,13637,23764,18315,1
28520,22187,27500,19351,9479,5823,5635,27500.0,7371,5742,1480,905,5497,3305,189,151,536,4222,2647,2587,1
543376,481983,499433,418908,229692,54799,107686,140466.75,119517,145967,73154,51915,64566,72428,9299,11349,45707,34563,78136,56988,1
1748066,1555595,1309819,1327173,686047,467519,391349,140466.75,361416,396596,266661,177705,242539,230883,64694,56795,151191,151309,227791,190072,2
14625,12124,13870,10281,5061,2011,3132,13870.0,4154,2825,755,289,3429,1969,198,75,227,2320,1970,1279,2
159978,155406,150765,141419,73370,9089,22878,140466.75,48525,47152,19864,12956,17596,24723,1767,1912,11779,14099,28278,18357,3
141236,124198,134652,112033,63304,3987,22394,134652.0,42369,35524,12905,7394,14573,21630,1106,1996,7089,14146,23949,14304,2
190865,163951,176256,137354,68792,18831,50170,140466.75,42925,49694,22532,18095,24167,24371,3645,5589,10024,12179,23005,22311,2
321520,303964,238343,268314,133179,21087,62647,140466.75,70815,67570,55109,46395,35242,43274,19920,3507,38621,36199,48036,34989,2
67531,56054,64255,47213,24941,11818,15193,64255.0,17050,16295,5077,3605,10479,9104,787,622,2674,6117,8846,6644,1
34862,29794,24437,25193,11445,4431,7835,24437.0,10173,4685,2002,932,7347,4602,6178,178,893,7440,6099,2811,2
16422,13756,15910,12309,6316,1386,3144,15910.0,5404,3212,782,526,3029,2450,87,48,344,2567,2159,1464,2
864263,736917,798865,617788,342450,255018,203514,140466.75,172339,202562,120073,74810,101961,111125,18427,35901,57048,65766,107661,102620,1
297619,255411,283558,206004,116238,68282,64154,140466.75,56231,76846,35438,19422,30798,44004,3740,8174,18027,19462,43866,32884,2
95696,89880,87445,79267,39186,10884,19036,87445.0,26556,27641,11826,6541,12579,13532,1544,2046,6860,6384,16155,11120,1
11549,10059,11020,8891,4254,1589,1970,11020.0,3267,2327,994,705,2505,1386,133,26,645,1658,1446,1057,0
46389,37419,41970,31955,16952,25996,11205,41970.0,11578,8682,3391,1617,8318,5982,2757,227,1806,6498,5699,4597,2
16939,14513,16094,11602,6121,897,3631,16094.0,4631,3733,985,724,2864,2097,242,60,451,1802,2802,1843,0
12884,11337,10164,9894,4533,1588,2417,10164.0,3912,2298,745,565,2412,2233,1280,51,332,2607,2205,1161,2
15863,14007,15185,12127,5335,2962,2574,15185.0,4441,3539,1527,939,3334,2072,119,46,722,1898,1992,1629,0
14799,11992,13493,9895,4617,5102,2913,13493.0,4069,2386,737,340,4271,1918,420,76,272,2431,1507,735,2
27731,21279,15836,17288,8245,1936,7675,15836.0,7595,3027,1210,987,5447,3254,4754,298,609,4847,3949,1963,1
39140,30209,19897,24397,12025,5261,10886,19897.0,8056,5777,1298,1342,5623,6415,8421,279,763,8503,5464,2668,3
172778,152052,154982,133405,71745,8816,34158,140466.75,49005,45296,15106,9046,20078,25023,3318,1859,7674,16324,27854,19388,1
98786,85587,81629,76171,42604,9263,17972,81629.0,27985,22938,8281,4140,10494,16852,5401,1439,4772,12195,17165,8666,2
1229226,1092115,922591,912588,474030,205073,294208,140466.75,248025,264838,186135,127707,156651,166539,61554,42076,105477,108113,160092,135324,2
19927,16358,19483,13927,7354,1147,4282,19483.0,5440,3565,1121,645,3937,2989,74,87,479,3322,2293,1762,0
138028,127348,122563,112585,60176,12397,25952,122563.0,34743,33505,19263,13348,14765,20249,4909,1666,12067,13007,22435,14356,2
49746,41064,47603,35379,17417,13231,9907,47603.0,12611,10616,2813,1421,10299,6745,596,239,2142,7197,6261,4231,1
14761,12156,14215,10932,5646,5340,2748,14215.0,3597,2934,1390,739,3191,1840,221,57,923,2088,1381,1485,2
8870,7175,7794,6159,2580,1411,1785,7794.0,2368,1321,420,297,2303,1272,418,13,440,1610,743,888,0
297052,273241,261043,239378,121289,29103,61741,140466.75,79606,79012,34652,21784,33077,42700,10778,5173,18868,27240,48183,35749,1
618754,594012,505446,521569,259818,51069,120869,140466.75,160987,152529,89211,58485,76969,87585,30290,8461,52805,66037,99552,70870,2
275487,241171,260126,167484,110945,83520,53973,140466.75,31189,48655,42853,25113,34925,48309,3397,8053,33380,11407,29964,31521,1
40801,33141,37754,28851,16404,3832,8629,37754.0,11934,8716,2183,1301,4928,5756,879,229,1262,4756,6400,3905,1
8365,7179,7847,5655,2525,1497,1777,7847.0,2762,1119,397,273,2536,1148,158,17,233,1144,785,608,2
19224,15598,18325,13354,6985,7460,4187,18325.0,5145,4166,993,549,4086,2908,302,47,678,2372,2281,1396,2
322833,306256,274878,268791,135729,28230,66283,140466.75,82335,78466,47990,31938,37723,43788,17260,5275,30186,29814,52073,37853,3
331298,290481,295161,255204,137726,40828,64181,140466.75,94296,77728,32915,17710,42434,47337,9512,4407,16497,33768,55182,34865,1
146318,134718,128437,119437,63899,7842,25746,128437.0,31090,38168,23988,18688,16622,18393,5968,1540,14595,11596,22179,16552,2
2496435,2244042,872576,1906299,867352,472976,545728,140466.75,537439,476331,339002,185485,431785,405129,79351,37669,191194,362333,347949,220347,2
73090,67014,58019,59730,32629,4194,11001,58019.0,16597,18895,11850,9412,6716,9000,1011,809,7142,5246,9481,9757,1
73314,65447,70934,56914,28794,4668,15919,70934.0,18782,17750,9931,8967,8060,9812,685,639,5528,4923,9175,7565,1
180822,160502,168526,134736,72379,16797,40388,140466.75,34037,49298,25077,20836,18746,24070,3592,5328,15035,11289,24166,20007,1
39996,32974,30435,27884,14013,3203,9584,30435.0,10700,6853,2200,1313,7805,5067,4273,351,862,7269,5865,3361,0
1145956,1047999,837712,853821,421847,238241,270147,140466.75,214138,259147,187206,101526,174513,157534,77216,56581,92344,100986,163942,122710,1
268685,258601,146539,212567,90603,30369,70416,140466.75,68481,74007,28215,12735,45670,44156,27623,7406,12176,29688,46795,28491,2
1320134,1198342,1069311,1037150,544227,228690,268884,140466.75,258726,293782,225909,163811,159471,172578,53138,31100,134837,123896,183744,139343,2
464697,414467,410161,360564,189612,20700,98573,140466.75,119260,118749,54229,36602,58681,61257,12054,9796,27566,40760,69845,50012,1
916542,818616,843301,722933,415876,94745,162888,140466.75,206075,232382,141166,89705,94808,117345,18039,27148,76099,67211,131774,107748,2
602095,530507,495563,448680,227485,88833,141736,140466.75,159148,131617,58147,32560,93815,79860,32847,9760,29258,70510,89645,67624,2
74364,59348,67658,51221,29409,12030,16785,67658.0,20565,13783,4042,2529,9950,11989,2705,455,2358,10473,10333,5809,2
190039,186033,180067,159705,75338,10684,43851,140466.75,33987,48202,43552,34589,25820,25238,1576,3920,25069,8895,22551,21488,1
277789,248437,231794,214460,108523,53036,62008,140466.75,72836,69948,27447,17912,37834,40098,12512,4334,14535,29694,41562,30633,2
151372,136139,144865,115208,56910,8205,36209,140466.75,31250,41945,20652,15789,21168,21258,1463,2759,10595,10766,18190,16070,1
379448,356302,349415,321126,175746,17815,59735,140466.75,94898,93439,64876,46561,33967,47772,7556,4903,43904,24009,56905,46423,2
422718,371102,350261,313146,164706,47107,97181,140466.75,68552,108480,79651,48547,58009,53340,15421,15692,38030,18433,50594,46094,1
93420,109591,87838,104244,41361,9022,8512,87838.0,31411,31877,18855,11436,11818,16316,1437,620,13373,8728,20031,13396,2
41551,35747,37955,30583,15953,4754,9449,37955.0,12148,8184,2955,1846,6038,5785,1271,228,1242,6054,6345,3604,3
22570,18666,21793,16155,7920,4669,4445,21793.0,6878,4578,953,764,5284,3473,205,153,437,3309,2521,1698,0
15535,12910,14792,11304,4048,3449,3010,14792.0,4257,3387,723,354,5441,2090,113,34,214,2723,1334,1043,1
494593,442268,439376,381262,208236,51791,93273,140466.75,126013,129181,56598,32326,66045,67265,14487,7567,29918,39552,78277,52308,2
30776,26231,29760,22804,10490,4464,6925,29760.0,8248,7666,2733,1541,6298,3178,148,172,1315,2842,2824,3981,1
55043,52541,52122,46316,22301,3178,11330,52122.0,12289,15114,8178,5692,7000,8326,1169,499,4203,6532,8343,5694,2
24896,20479,24163,17464,8864,3745,5270,24163.0,7169,4910,1251,1002,4783,4139,149,134,722,3412,2701,1854,2
18236,14586,16532,12366,6969,3392,4694,16532.0,4961,2904,819,843,2384,3176,1047,126,606,3076,2336,1444,3
8375,6257,6336,5242,2983,1453,2430,6336.0,2103,1131,252,281,1121,1282,1485,23,176,1580,1032,516,2
11096,8805,10305,7454,4214,1704,2826,10305.0,3082,2185,535,458,1499,1545,456,38,344,1308,1526,939,2
3451,2739,3306,2308,1372,1613,801,3306.0,861,676,138,189,661,337,85,25,117,516,431,326,3
45720,38207,44801,28061,16788,18965,9351,44801.0,10206,7371,3013,1881,8275,7778,379,582,2426,5045,5464,3602,3
18395,14920,17354,12610,6700,427,4643,17354.0,5273,2929,923,588,2438,2689,606,165,580,2905,2884,1621,0
69367,58089,63330,48812,23971,7889,19589,63330.0,16651,15540,5756,3978,8923,8938,2601,2382,2665,8200,8490,7566,2
100157,81477,92467,68263,35782,10178,26800,92467.0,23464,19788,8715,6642,12167,13105,3853,719,4513,11783,12131,10137,3
17634,13552,16608,11412,6794,6104,4668,16608.0,4959,3157,709,353,2784,2602,665,126,459,2128,1878,1587,1
19286,15255,18401,12923,7443,2063,4939,18401.0,5337,3494,943,520,3248,2489,510,82,571,2578,2397,1715,0
155547,121822,151158,99658,60295,81116,40119,140466.75,32104,27422,14848,10069,21280,25385,2014,2531,10416,14868,16240,13153,2
13063,10602,12762,8035,4660,3564,2949,12762.0,3397,2043,748,513,2822,1810,94,110,633,1214,1441,873,2
18411,14712,18068,12397,6885,538,4893,18068.0,5982,3172,543,663,2697,2897,123,38,429,2271,2228,1628,2
16243,12882,15390,11034,6457,5729,3850,15390.0,4161,3226,1056,768,2260,2288,477,51,442,2149,2356,1325,3
30233,26515,28897,21990,10738,4286,8857,28897.0,5844,7137,4517,4366,4078,4460,326,486,2617,1875,3053,2910,2
70217,61298,67778,40497,25575,19409,14393,67778.0,11028,12796,6282,3930,11657,15914,1165,1020,5007,5384,7066,5722,1
